,Unnamed: 0,Review Date,Source,Location,Address,City,State,ZIP,Star Rating,Author,URL,Feedback,Original Feedback Language (if not English),Engagement Response,Processed_Feedback,Negative_Score,Neutral_Score,Positive_Score,Compound_Score,Feedback_Categories
3730,3730,07/22/21,Google,75031 NAZARETH,3730 Nazareth Pike   -,Bethlehem,PA,18020,5,Holly Martin,https://maps.google.com/maps?cid=10702189605897345178,Ordered carside to go. Checked order before we left and saw a few things were incorrect. Gentleman assisting us made appropriate changes with no problem.,--,--,thing change problem,0.574,0.426,0.0,-0.4019,Negative
3733,3733,07/22/21,Google,80071 CHESTERFIELD,27851 23 Mile Road   -,Chesterfield,MI,48051,5,Brenita Hall,https://maps.google.com/maps?cid=9141224409306370609,Food was delish! Taylor was a rockstar waitress!!,--,--,food,0.0,1.0,0.0,0.0,Neutral
3734,3734,07/22/21,Google,80067 PORT HURON,3700 Pine Grove Ave.   -,Port Huron,MI,48060,5,Steve Ziaya,https://maps.google.com/maps?cid=8575566517722091455,Great service good food,--,--,service food,0.0,1.0,0.0,0.0,Neutral
3741,3741,07/22/21,Google,97059 ALLENTOWN,1510 N Cedar Crest Blvd   -,Allentown,PA,18104,5,Benjamin Kamel,https://maps.google.com/maps?cid=11816635631501764107,The service was nice and the food came fast. Great job guys!,--,--,service food job guy,0.0,1.0,0.0,0.0,Neutral
3745,3745,07/22/21,Google,80085 DEARBORN HTS.,26582 Ford Road   -,Dearborn Heights,MI,48127,1,Shay Heard,https://maps.google.com/maps?cid=4306363900364882399,What is this?!,--,--,,0.0,0.0,0.0,0.0,Neutral
3746,3746,07/22/21,Google,83081 WEST LANSING,5400 West Saginaw   -,Lansing,MI,48917,4,Steven Gardner,https://maps.google.com/maps?cid=16398533861021752604,Great waitress. Good food and drinks. They were out of lemonade and could not make blended drinks as the blenders were broken.,--,--,food drink lemonade drink blender,0.0,1.0,0.0,0.0,Neutral
3748,3748,07/22/21,Google,80071 CHESTERFIELD,27851 23 Mile Road   -,Chesterfield,MI,48051,5,Sara James,https://maps.google.com/maps?cid=9141224409306370609,Such great food!! Amazing service from Tayler!,--,--,food service,0.0,1.0,0.0,0.0,Neutral
3752,3752,07/22/21,Google,84074 S-LOVELAND,213 East 29th Street   -,Loveland,CO,80538,1,Michael Mitchell,https://maps.google.com/maps?cid=4807728614976424708,The flies in this place were ridiculous!And the cook does not know the difference between well done steak and medium rare! Their steaks had no thickness to them no blood and the steaks almost looked like pork! I paid 50 bucks and didn't even get a steak And I bought no alcohol So what did I pay for I would strongly advise not to go here if you are looking for a clean place to eat! Wish there was a negative star rating this place would have topped it 100%,--,--,place difference place star rating place,0.0,1.0,0.0,0.0,Neutral
3755,3755,07/22/21,Google,96071 CRANBERRY,1685 Route 228   -,Cranberry Twp,PA,16066,2,Donnie Jenkins,https://maps.google.com/maps?cid=2890443059169343497,Just an overall bad experience. 15 minutes before we was able to order our drinks. We didn't receive the drinks till we got our appetizer. And the bourbon chicken and shrimp was way over seasoned. Won't be going back anytime soon,--,--,experience minute order drink bourbon,0.0,1.0,0.0,0.0,Neutral
3756,3756,07/22/21,Google,80071 CHESTERFIELD,27851 23 Mile Road   -,Chesterfield,MI,48051,5,Brenita Sprague,https://maps.google.com/maps?cid=9141224409306370609,Tayler was the bomb!! She made a great drink recommendation and had been sooooo attentive!!,--,--,bomb drink recommendation,0.615,0.385,0.0,-0.4939,Negative
3757,3757,07/22/21,Google,80071 CHESTERFIELD,27851 23 Mile Road   -,Chesterfield,MI,48051,5,Lex Geisler,https://maps.google.com/maps?cid=9141224409306370609,"Come here all the time and love it! We had Tayler this time, hands down one of the best waitresses I've had here!",--,--,time waitress,0.0,1.0,0.0,0.0,Neutral
3759,3759,07/22/21,Google,84096 BRIGHTON,922 S. 4th Ave.   -,Brighton,CO,80601,1,Caroline Gordon,https://maps.google.com/maps?cid=14406599471959499854,"This is a HORRIBLE, dirty, and quite frankly, ridiculously joke or a place. Take the time and go to Thornton or Green Valley Ranch.

We went here for my daughter's 10th birthday. The food came out cold. The ribs were inedible. So tough you could barely saw through them with you steal knife. No refills were ever offered during the entire hour and a half stay. Server never checked back but, once? The appetizer sampler which was indeed ordered as the appetizer came out cold, and with our meal. The entire meal there were two flies that just would not leave us alone as well.

As said before, just safe your time. Go to Thornton. Even Green Valley Ranch. Don't waste $175 at this place, or at Applebee's at all.",--,--,place time daughter food hour half server meal time ranch place applebee,0.0,1.0,0.0,0.0,Neutral
3763,3763,07/22/21,Google,80060 WESTLAND,36475 Warren Road   -,Westland,MI,48185,4,Mazie Gilyard,https://maps.google.com/maps?cid=4701314541802307087,"Looking for Senior age, living information.",--,--,age information,0.0,1.0,0.0,0.0,Neutral
3771,3771,07/22/21,Google,85015 FOUNTAIN,6428 S. Hwy. 85/87   -,Fountain,CO,80817,5,Greg Henson,https://maps.google.com/maps?cid=17500861837925546523,They are always excellent,--,--,,0.0,0.0,0.0,0.0,Neutral
3779,3779,07/22/21,Google,83093 S-COLDWATER,787 E. Chicago   -,Coldwater,MI,49036,4,Cheryl Earl,https://maps.google.com/maps?cid=6701922760757801816,Good food but great margaritas.  I come here with the girls everytime I come up from Orlando.,--,--,girl,0.0,1.0,0.0,0.0,Neutral
3784,3784,07/22/21,Google,84091 CASTLE ROCK,390 Allen Street   -,Castle Rock,CO,80104,5,Rosa Vega,https://maps.google.com/maps?cid=7076683331652959643,"Loved the everyday happ hour, food was good love the location will be back",--,--,hour food location,0.0,1.0,0.0,0.0,Neutral
3787,3787,07/22/21,Google,83088 OKEMOS,2284 Woodlake Drive   -,Okemos,MI,48864,5,Steve Schouten,https://maps.google.com/maps?cid=18387549273151305045,Oriental chicken salad is so good. We hadnt been to Applebees ina long time. Now twice in two weeks.,--,--,time week,0.0,1.0,0.0,0.0,Neutral
3795,3795,07/22/21,Google,80071 CHESTERFIELD,27851 23 Mile Road   -,Chesterfield,MI,48051,5,Teresa Unger,https://maps.google.com/maps?cid=9141224409306370609,Taylor was the bomb. Awesome service!,--,--,service,0.0,1.0,0.0,0.0,Neutral
3801,3801,07/22/21,Google,80071 CHESTERFIELD,27851 23 Mile Road   -,Chesterfield,MI,48051,5,Grayson girl,https://maps.google.com/maps?cid=9141224409306370609,"Taylor was an awesome server,super friendly!",--,--,server,0.0,1.0,0.0,0.0,Neutral
3803,3803,07/22/21,Google,80071 CHESTERFIELD,27851 23 Mile Road   -,Chesterfield,MI,48051,5,Neco Rico,https://maps.google.com/maps?cid=9141224409306370609,Tayler was a great server !!,--,--,server,0.0,1.0,0.0,0.0,Neutral
3804,3804,07/22/21,Google,80071 CHESTERFIELD,27851 23 Mile Road   -,Chesterfield,MI,48051,5,JJ Bagans,https://maps.google.com/maps?cid=9141224409306370609,Tayler was a great server !!!!,--,--,server,0.0,1.0,0.0,0.0,Neutral
3805,3805,07/22/21,Google,80071 CHESTERFIELD,27851 23 Mile Road   -,Chesterfield,MI,48051,5,John Bagans,https://maps.google.com/maps?cid=9141224409306370609,Tayler was a great server !!,--,--,server,0.0,1.0,0.0,0.0,Neutral
3806,3806,07/22/21,Google,80071 CHESTERFIELD,27851 23 Mile Road   -,Chesterfield,MI,48051,5,Peter Bagans,https://maps.google.com/maps?cid=9141224409306370609,Tayler was such a bubbly waiter that brought the sunshine when she served us! Go meet here at the Applebees at 23 and Gratiot! Great service,--,--,waiter sunshine service,0.0,0.385,0.615,0.4939,Positive
3807,3807,07/22/21,Google,80071 CHESTERFIELD,27851 23 Mile Road   -,Chesterfield,MI,48051,5,JJ Bagans,https://maps.google.com/maps?cid=9141224409306370609,Tayler was a great server !!,--,--,server,0.0,1.0,0.0,0.0,Neutral
3809,3809,07/22/21,Google,80071 CHESTERFIELD,27851 23 Mile Road   -,Chesterfield,MI,48051,5,Laurie & Steve Cameron,https://maps.google.com/maps?cid=9141224409306370609,Taylor was an awesome server. She frequently came to our table with a smile and always asking if we needed anything. Great experience.,--,--,server table experience,0.0,1.0,0.0,0.0,Neutral
3811,3811,07/22/21,Google,80071 CHESTERFIELD,27851 23 Mile Road   -,Chesterfield,MI,48051,5,John Bagans,https://maps.google.com/maps?cid=9141224409306370609,Taylor was a great server !!,--,--,server,0.0,1.0,0.0,0.0,Neutral
3813,3813,07/22/21,Google,84096 BRIGHTON,922 S. 4th Ave.   -,Brighton,CO,80601,1,Ronald Oropeza,https://maps.google.com/maps?cid=14406599471959499854,This place takes forever to get anything done. The thotty waitress with her lip pierced makes up for it.,--,--,,0.0,0.0,0.0,0.0,Neutral
3822,3822,07/22/21,Google,83081 WEST LANSING,5400 West Saginaw   -,Lansing,MI,48917,5,Karen Sturdivant,https://maps.google.com/maps?cid=16398533861021752604,"I  was in for dinner on Tuesday the 20th! Kim was the hostess, so agreeable and friendly. Chris was my waiter- very knowledgeable about the menu. Introduced me to a new dish. The Lime Chicken was succulent.  It was an excellent choice and completed a very nice dining experience. Make Chris Employee of the Year!  The Manager came over to the table and I complimented him on his staff...",--,--,dinner menu choice dining experience year manager table staff,0.0,1.0,0.0,0.0,Neutral
3827,3827,07/22/21,Google,80079 PLYMOUTH ROAD,2310 Green Road   -,Ann Arbor,MI,48105,5,Scott Stern,https://maps.google.com/maps?cid=6037346977132413145,Great service from Zachary.,--,Thank you for taking the time to leave us a review! Glad you had 5 star service! Hope to see you soon!,service,0.0,1.0,0.0,0.0,Neutral
3852,3852,07/22/21,Google,80067 PORT HURON,3700 Pine Grove Ave.   -,Port Huron,MI,48060,5,Grant Gates,https://maps.google.com/maps?cid=8575566517722091455,Tinamarie was our server and she was awesome and gave us great food.,--,--,food,0.0,1.0,0.0,0.0,Neutral
3859,3859,07/22/21,Google,80067 PORT HURON,3700 Pine Grove Ave.   -,Port Huron,MI,48060,5,David Jahn,https://maps.google.com/maps?cid=8575566517722091455,Tinamarie R was a great server and she went above and beyond for my family's needs!,--,--,server family,0.0,1.0,0.0,0.0,Neutral
3861,3861,07/22/21,Google,91062 TRAVERSE CITY,2384 U.S. 31 South   -,Traverse City,MI,49684,5,Anita Rye,https://maps.google.com/maps?cid=15169376477309955632,Daughter's 18th birthday! Brendon was AWESOME! Thanks guys!!,--,--,guy,0.0,1.0,0.0,0.0,Neutral
3862,3862,07/22/21,Google,89056 SAGINAW,2260 Tittabawassee   -,Saginaw,MI,48604,5,dopeboiak hbe1,https://maps.google.com/maps?cid=2435562836425732399,I love the food♥️♥️,--,--,food,0.0,1.0,0.0,0.0,Neutral
3869,3869,07/22/21,Google,92007 JOHNSTOWN,425 Galleria Drive   -,Johnstown,PA,15904,4,brewalk3,https://maps.google.com/maps?cid=4631956439479702937,Staff was super friendly and corrected our meal that came out incorrectly.,--,--,meal,0.0,1.0,0.0,0.0,Neutral
3883,3883,07/22/21,Google,94087 BETHLEHEM,2109 Motel Drive   -,Bethlehem,PA,18018,5,edward moyer,https://maps.google.com/maps?cid=3011632328667652760,Waitress kind and professional and food was great,--,--,food,0.0,1.0,0.0,0.0,Neutral
3889,3889,07/22/21,Google,96071 CRANBERRY,1685 Route 228   -,Cranberry Twp,PA,16066,5,EVA DIXON,https://maps.google.com/maps?cid=2890443059169343497,Great food all the time,--,--,food time,0.0,1.0,0.0,0.0,Neutral
3890,3890,07/22/21,Google,84001 GULL ROAD,5990 Gull Road   -,Kalamazoo,MI,49048,5,Sheena Hilton,https://maps.google.com/maps?cid=11918705721315163837,Trey has nice gold glasses and a nice gold chain. If he drops anything he will do it better than anyone else. lol I have never seen a server in the industry move as fast as he does. Because of Trey-von we will be returning. Seriously though he is amazing. Franklin is amazing as well! Their whole staff is great. It is the best place to have a good time at.,--,--,gold glass gold chain server industry staff place time,0.0,1.0,0.0,0.0,Neutral
3892,3892,07/22/21,Google,80064 UTICA,45211 Park Avenue   -,Utica,MI,48315,1,Christina Andre,https://maps.google.com/maps?cid=17742641788698205636,"Applebees has gone down hill. I haven't had a good experience since before the shutdown in 2020. Food was terrible, I even found a hair in mine. The only good thing was the waitress and hostess.",--,--,experience food hair mine thing waitress hostess,0.0,1.0,0.0,0.0,Neutral
3893,3893,07/22/21,Google,93037 ALTOONA,"5580 Goods Lanes, Suite 221   -",Altoona,PA,16602,5,Brian Ankney,https://maps.google.com/maps?cid=10124503444703168288,With shortage of workers at most all restaurants we was most fortunate to have the sweetest and very on point waitress to help all 5 of us get exactly what we wanted with awesome service with smile!,--,--,shortage restaurant point waitress service smile,0.235,0.471,0.294,0.128,Neutral
3901,3901,07/22/21,Google,83093 S-COLDWATER,787 E. Chicago   -,Coldwater,MI,49036,5,Exell Weiler,https://maps.google.com/maps?cid=6701922760757801816,Delightful..as always..,--,--,,0.0,0.0,0.0,0.0,Neutral
3904,3904,07/22/21,Google,94096 CITY LINE,7650 City Line   -,Philadelphia,PA,19151,5,Lorraine Duncan,https://maps.google.com/maps?cid=1234702255841847924,Excellent service for the appetizer I had  wonton chicken delicious and for dinner we had BBQ ribs so tender,--,--,dinner,0.0,1.0,0.0,0.0,Neutral
3913,3913,07/22/21,Google,93009 BIRCH RUN,8800 Main Street   -,Birch Run,MI,48415,5,No Brakes,https://maps.google.com/maps?cid=12120160628512430488,Ez food stop,--,--,food stop,0.688,0.312,0.0,-0.296,Negative
3914,3914,07/22/21,Google,93037 ALTOONA,"5580 Goods Lanes, Suite 221   -",Altoona,PA,16602,5,Barry Morgan,https://maps.google.com/maps?cid=10124503444703168288,"Good food, good people.",--,--,food people,0.0,1.0,0.0,0.0,Neutral
3915,3915,07/22/21,Google,83082 ALPINE,3851 Alpine Ave NW   -,Comstock Park,MI,49321,5,Noah Grogan,https://maps.google.com/maps?cid=3736908864242765116,My experience was great!My sister and I's waitress did a awesome job of checking up on us to make sure we were taken care of,--,Thank you Noah for the 5 star feedback and review!  We really appreciate you taking the time to let us know how we did!,sister job care,0.0,0.385,0.615,0.4939,Positive
3917,3917,07/22/21,Google,84077 GARDEN OF THE GODS,495 Garden of the Gods Road   -,Colorado Springs,CO,80907,5,Carroll Hayes,https://maps.google.com/maps?cid=9488950934751574485,Foods always amazing steaks are above many steak houses. Services fast restaurant is clean. Always enjoy it when we go here,--,--,food steak restaurant,0.0,1.0,0.0,0.0,Neutral
3942,3942,07/22/21,Google,83079 BATTLE CREEK,5775 Beckley Road   -,Battle Creek,MI,49015,5,Shelly Ivy,https://maps.google.com/maps?cid=1598738692624718297,Great food and service!!,--,--,food service,0.0,1.0,0.0,0.0,Neutral
3964,3964,07/22/21,Google,93009 BIRCH RUN,8800 Main Street   -,Birch Run,MI,48415,5,Kathy Root,https://maps.google.com/maps?cid=12120160628512430488,"Greeted and seated right away, waitress was friendly and attentive,  food came out quickly and was hot and delicious!   Will definitely visit this Applebee's again.",--,--,food applebee,0.0,1.0,0.0,0.0,Neutral
3980,3980,07/22/21,Google,85003 SOUTH PUEBLO,4001 W. Northern Ave.   -,Pueblo,CO,81005,4,Maria Gentz,https://maps.google.com/maps?cid=14651176915812042933,"Good food, excellent value &  great customer service ... Love carside to go.",--,--,food value customer service love carside,0.0,0.377,0.623,0.765,Positive
3995,3995,07/22/21,Google,93015 MEADVILLE,11227 Shaw Avenue   -,Meadville,PA,16335,5,Tina Passamonte,https://maps.google.com/maps?cid=16454684258622775072,Thank for the birthday ice cream,--,--,birthday ice cream,0.0,1.0,0.0,0.0,Neutral
4009,4009,07/22/21,Google,84094 DURANGO,800 S Camino Del Rio   -,Durango,CO,81301,4,Daisy T.,https://maps.google.com/maps?cid=8449380591603443507,The you man who served us was very friendly and had a smile to sooth away the days stress. I will say I got on his case for the little bit longer wait we experienced. I feel he made up for his care on our table after. Plus after I got him to smile the wait was soon forgotten.  It was the pick of the evening and had available well the rest of Durango dinning had waits and reservations to fill. I fail to get the young mans name but i suggested you request his area and i promise this young man will bring your dinning experience at max levels and you won't regret picking Applebee's. �,--,--,sooth stress case bit care table evening rest name man experience level applebee,0.165,0.647,0.188,0.1027,Neutral
